user_id,event_time,event_name,device_type,traffic_source,product_category,price,funnel_success
2000,2026-01-01 05:48:52,visit,Mobile,Organic,Sports,3807,No
2001,2026-01-05 20:55:53,visit,Mobile,Referral,Home,1377,No
2002,2026-01-06 18:08:22,visit,Mobile,Social Media,Sports,4841,Yes
2002,2026-01-06 18:09:22,product_view,Mobile,Social Media,Sports,4841,Yes
2002,2026-01-06 18:14:22,add_to_cart,Mobile,Social Media,Sports,4841,Yes
2002,2026-01-06 18:17:22,checkout,Mobile,Social Media,Sports,4841,Yes
2002,2026-01-06 18:18:22,payment_success,Mobile,Social Media,Sports,4841,Yes
2003,2026-01-03 23:02:51,visit,Mobile,Referral,Beauty,2034,No
2003,2026-01-03 23:05:51,product_view,Mobile,Referral,Beauty,2034,No
2004,2026-01-05 06:41:08,visit,Desktop,Organic,Beauty,3792,No
2004,2026-01-05 06:43:08,product_view,Desktop,Organic,Beauty,3792,No
2005,2026-01-08 13:27:49,visit,Mobile,Referral,Home,3160,Yes
2005,2026-01-08 13:29:49,product_view,Mobile,Referral,Home,3160,Yes
2005,2026-01-08 13:33:49,add_to_cart,Mobile,Referral,Home,3160,Yes
2005,2026-01-08 13:38:49,checkout,Mobile,Referral,Home,3160,Yes
2005,2026-01-08 13:39:49,payment_success,Mobile,Referral,Home,3160,Yes
2006,2026-01-01 01:43:10,visit,Mobile,Ads,Beauty,1345,No
2007,2026-01-05 14:19:42,visit,Desktop,Social Media,Sports,2179,No
2008,2026-01-03 15:51:09,visit,Mobile,Social Media,Fashion,1094,No
2008,2026-01-03 15:53:09,product_view,Mobile,Social Media,Fashion,1094,No
2008,2026-01-03 15:54:09,add_to_cart,Mobile,Social Media,Fashion,1094,No
2008,2026-01-03 15:55:09,checkout,Mobile,Social Media,Fashion,1094,No
2009,2026-01-09 14:41:25,visit,Mobile,Referral,Sports,3851,No
2010,2026-01-04 05:38:36,visit,Mobile,Referral,Fashion,2212,No
2010,2026-01-04 05:39:36,product_view,Mobile,Referral,Fashion,2212,No
2011,2026-01-04 03:04:20,visit,Mobile,Organic,Beauty,4898,No
2011,2026-01-04 03:09:20,product_view,Mobile,Organic,Beauty,4898,No
2011,2026-01-04 03:10:20,add_to_cart,Mobile,Organic,Beauty,4898,No
2012,2026-01-03 01:11:26,visit,Mobile,Social Media,Home,4510,No
2012,2026-01-03 01:16:26,product_view,Mobile,Social Media,Home,4510,No
2013,2026-01-11 16:39:07,visit,Mobile,Social Media,Home,2774,No
2014,2026-01-10 17:05:57,visit,Mobile,Organic,Electronics,4205,No
2015,2026-01-02 21:54:50,visit,Desktop,Ads,Fashion,674,No
2016,2026-01-07 02:11:28,visit,Mobile,Ads,Fashion,2418,No
2017,2026-01-01 09:06:08,visit,Mobile,Referral,Beauty,2119,Yes
2017,2026-01-01 09:10:08,product_view,Mobile,Referral,Beauty,2119,Yes
2017,2026-01-01 09:12:08,add_to_cart,Mobile,Referral,Beauty,2119,Yes
2017,2026-01-01 09:14:08,checkout,Mobile,Referral,Beauty,2119,Yes
2017,2026-01-01 09:16:08,payment_success,Mobile,Referral,Beauty,2119,Yes
2018,2026-01-02 02:12:11,visit,Mobile,Organic,Fashion,4037,Yes
2018,2026-01-02 02:13:11,product_view,Mobile,Organic,Fashion,4037,Yes
2018,2026-01-02 02:14:11,add_to_cart,Mobile,Organic,Fashion,4037,Yes
2018,2026-01-02 02:18:11,checkout,Mobile,Organic,Fashion,4037,Yes
2018,2026-01-02 02:19:11,payment_success,Mobile,Organic,Fashion,4037,Yes
2019,2026-01-05 00:08:27,visit,Mobile,Ads,Beauty,2234,No
2019,2026-01-05 00:10:27,product_view,Mobile,Ads,Beauty,2234,No
2020,2026-01-09 07:21:35,visit,Desktop,Referral,Beauty,1861,Yes
2020,2026-01-09 07:26:35,product_view,Desktop,Referral,Beauty,1861,Yes
2020,2026-01-09 07:31:35,add_to_cart,Desktop,Referral,Beauty,1861,Yes
2020,2026-01-09 07:35:35,checkout,Desktop,Referral,Beauty,1861,Yes
2020,2026-01-09 07:38:35,payment_success,Desktop,Referral,Beauty,1861,Yes
2021,2026-01-01 05:05:55,visit,Desktop,Referral,Home,4146,Yes
2021,2026-01-01 05:06:55,product_view,Desktop,Referral,Home,4146,Yes
2021,2026-01-01 05:09:55,add_to_cart,Desktop,Referral,Home,4146,Yes
2021,2026-01-01 05:14:55,checkout,Desktop,Referral,Home,4146,Yes
2021,2026-01-01 05:15:55,payment_success,Desktop,Referral,Home,4146,Yes
2022,2026-01-04 18:20:27,visit,Mobile,Organic,Fashion,1444,No
2023,2026-01-05 00:57:26,visit,Mobile,Social Media,Beauty,4870,No
2024,2026-01-02 00:38:36,visit,Mobile,Ads,Sports,1607,No
2025,2026-01-01 08:42:30,visit,Mobile,Organic,Sports,1535,No
2026,2026-01-11 18:22:15,visit,Mobile,Ads,Sports,4953,Yes
2026,2026-01-11 18:25:15,product_view,Mobile,Ads,Sports,4953,Yes
2026,2026-01-11 18:26:15,add_to_cart,Mobile,Ads,Sports,4953,Yes
2026,2026-01-11 18:29:15,checkout,Mobile,Ads,Sports,4953,Yes
2026,2026-01-11 18:30:15,payment_success,Mobile,Ads,Sports,4953,Yes
2027,2026-01-07 03:06:23,visit,Desktop,Social Media,Fashion,860,No
2027,2026-01-07 03:08:23,product_view,Desktop,Social Media,Fashion,860,No
2028,2026-01-06 07:41:39,visit,Mobile,Social Media,Electronics,1232,No
2028,2026-01-06 07:46:39,product_view,Mobile,Social Media,Electronics,1232,No
2028,2026-01-06 07:49:39,add_to_cart,Mobile,Social Media,Electronics,1232,No
2028,2026-01-06 07:52:39,checkout,Mobile,Social Media,Electronics,1232,No
2029,2026-01-06 07:42:49,visit,Mobile,Organic,Electronics,3266,No
2030,2026-01-11 17:28:34,visit,Mobile,Organic,Home,698,Yes
2030,2026-01-11 17:33:34,product_view,Mobile,Organic,Home,698,Yes
2030,2026-01-11 17:35:34,add_to_cart,Mobile,Organic,Home,698,Yes
2030,2026-01-11 17:36:34,checkout,Mobile,Organic,Home,698,Yes
2030,2026-01-11 17:39:34,payment_success,Mobile,Organic,Home,698,Yes
2031,2026-01-10 17:06:03,visit,Mobile,Organic,Fashion,3543,No
2032,2026-01-01 03:37:06,visit,Desktop,Organic,Sports,3062,Yes
2032,2026-01-01 03:40:06,product_view,Desktop,Organic,Sports,3062,Yes
2032,2026-01-01 03:41:06,add_to_cart,Desktop,Organic,Sports,3062,Yes
2032,2026-01-01 03:43:06,checkout,Desktop,Organic,Sports,3062,Yes
2032,2026-01-01 03:46:06,payment_success,Desktop,Organic,Sports,3062,Yes
2033,2026-01-03 11:27:46,visit,Desktop,Referral,Beauty,4923,Yes
2033,2026-01-03 11:28:46,product_view,Desktop,Referral,Beauty,4923,Yes
2033,2026-01-03 11:31:46,add_to_cart,Desktop,Referral,Beauty,4923,Yes
2033,2026-01-03 11:32:46,checkout,Desktop,Referral,Beauty,4923,Yes
2033,2026-01-03 11:34:46,payment_success,Desktop,Referral,Beauty,4923,Yes
2034,2026-01-10 12:17:25,visit,Desktop,Social Media,Electronics,830,No
2034,2026-01-10 12:18:25,product_view,Desktop,Social Media,Electronics,830,No
2034,2026-01-10 12:21:25,add_to_cart,Desktop,Social Media,Electronics,830,No
2035,2026-01-03 06:21:45,visit,Desktop,Referral,Electronics,3595,Yes
2035,2026-01-03 06:26:45,product_view,Desktop,Referral,Electronics,3595,Yes
2035,2026-01-03 06:28:45,add_to_cart,Desktop,Referral,Electronics,3595,Yes
2035,2026-01-03 06:33:45,checkout,Desktop,Referral,Electronics,3595,Yes
2035,2026-01-03 06:35:45,payment_success,Desktop,Referral,Electronics,3595,Yes
2036,2026-01-06 03:20:54,visit,Desktop,Ads,Home,1722,No
2036,2026-01-06 03:21:54,product_view,Desktop,Ads,Home,1722,No
2036,2026-01-06 03:23:54,add_to_cart,Desktop,Ads,Home,1722,No
2037,2026-01-05 03:37:24,visit,Mobile,Organic,Beauty,3574,No
2037,2026-01-05 03:39:24,product_view,Mobile,Organic,Beauty,3574,No
2037,2026-01-05 03:44:24,add_to_cart,Mobile,Organic,Beauty,3574,No
2038,2026-01-02 05:16:43,visit,Desktop,Organic,Sports,4268,No
2039,2026-01-10 18:16:12,visit,Mobile,Ads,Electronics,4807,No
2039,2026-01-10 18:17:12,product_view,Mobile,Ads,Electronics,4807,No
2040,2026-01-03 03:45:44,visit,Desktop,Organic,Sports,3708,No
2041,2026-01-01 19:34:42,visit,Desktop,Referral,Fashion,540,No
2041,2026-01-01 19:38:42,product_view,Desktop,Referral,Fashion,540,No
2041,2026-01-01 19:40:42,add_to_cart,Desktop,Referral,Fashion,540,No
2041,2026-01-01 19:44:42,checkout,Desktop,Referral,Fashion,540,No
2042,2026-01-02 18:23:07,visit,Mobile,Social Media,Home,2037,No
2042,2026-01-02 18:24:07,product_view,Mobile,Social Media,Home,2037,No
2042,2026-01-02 18:28:07,add_to_cart,Mobile,Social Media,Home,2037,No
2043,2026-01-01 13:33:14,visit,Mobile,Referral,Beauty,2917,No
2043,2026-01-01 13:34:14,product_view,Mobile,Referral,Beauty,2917,No
2043,2026-01-01 13:38:14,add_to_cart,Mobile,Referral,Beauty,2917,No
2044,2026-01-08 18:08:00,visit,Desktop,Social Media,Fashion,1569,No
2044,2026-01-08 18:11:00,product_view,Desktop,Social Media,Fashion,1569,No
2044,2026-01-08 18:12:00,add_to_cart,Desktop,Social Media,Fashion,1569,No
2045,2026-01-06 20:55:54,visit,Desktop,Ads,Home,2888,No
2046,2026-01-07 03:23:26,visit,Desktop,Organic,Fashion,3561,No
2046,2026-01-07 03:25:26,product_view,Desktop,Organic,Fashion,3561,No
2047,2026-01-05 03:57:19,visit,Desktop,Ads,Home,3523,No
2047,2026-01-05 03:58:19,product_view,Desktop,Ads,Home,3523,No
2048,2026-01-06 04:24:44,visit,Desktop,Referral,Beauty,4348,No
2049,2026-01-10 17:45:08,visit,Mobile,Ads,Electronics,2880,No
2049,2026-01-10 17:50:08,product_view,Mobile,Ads,Electronics,2880,No
2050,2026-01-07 19:55:56,visit,Mobile,Referral,Home,4749,No
2051,2026-01-04 13:18:41,visit,Desktop,Organic,Home,1599,No
2051,2026-01-04 13:19:41,product_view,Desktop,Organic,Home,1599,No
2052,2026-01-04 00:15:40,visit,Mobile,Ads,Fashion,2886,No
2052,2026-01-04 00:18:40,product_view,Mobile,Ads,Fashion,2886,No
2052,2026-01-04 00:23:40,add_to_cart,Mobile,Ads,Fashion,2886,No
2052,2026-01-04 00:26:40,checkout,Mobile,Ads,Fashion,2886,No
2053,2026-01-05 22:03:07,visit,Desktop,Ads,Fashion,1500,No
2054,2026-01-05 01:27:35,visit,Mobile,Social Media,Sports,1237,No
2054,2026-01-05 01:28:35,product_view,Mobile,Social Media,Sports,1237,No
2054,2026-01-05 01:33:35,add_to_cart,Mobile,Social Media,Sports,1237,No
2055,2026-01-10 12:43:22,visit,Mobile,Ads,Beauty,2475,No
2055,2026-01-10 12:47:22,product_view,Mobile,Ads,Beauty,2475,No
2056,2026-01-11 15:39:26,visit,Mobile,Social Media,Electronics,2349,No
2057,2026-01-01 06:54:09,visit,Desktop,Referral,Beauty,1187,No
2057,2026-01-01 06:59:09,product_view,Desktop,Referral,Beauty,1187,No
2058,2026-01-07 04:47:24,visit,Mobile,Organic,Fashion,4796,No
2058,2026-01-07 04:48:24,product_view,Mobile,Organic,Fashion,4796,No
2059,2026-01-05 05:22:39,visit,Mobile,Referral,Beauty,740,No
2059,2026-01-05 05:24:39,product_view,Mobile,Referral,Beauty,740,No
2060,2026-01-05 23:18:15,visit,Mobile,Ads,Beauty,4791,No
2060,2026-01-05 23:22:15,product_view,Mobile,Ads,Beauty,4791,No
2060,2026-01-05 23:25:15,add_to_cart,Mobile,Ads,Beauty,4791,No
2061,2026-01-05 22:41:03,visit,Desktop,Organic,Sports,1480,Yes
2061,2026-01-05 22:45:03,product_view,Desktop,Organic,Sports,1480,Yes
2061,2026-01-05 22:48:03,add_to_cart,Desktop,Organic,Sports,1480,Yes
2061,2026-01-05 22:49:03,checkout,Desktop,Organic,Sports,1480,Yes
2061,2026-01-05 22:52:03,payment_success,Desktop,Organic,Sports,1480,Yes
2062,2026-01-01 19:16:38,visit,Mobile,Referral,Electronics,1080,Yes
2062,2026-01-01 19:18:38,product_view,Mobile,Referral,Electronics,1080,Yes
2062,2026-01-01 19:23:38,add_to_cart,Mobile,Referral,Electronics,1080,Yes
2062,2026-01-01 19:24:38,checkout,Mobile,Referral,Electronics,1080,Yes
2062,2026-01-01 19:26:38,payment_success,Mobile,Referral,Electronics,1080,Yes
2063,2026-01-11 17:18:31,visit,Mobile,Ads,Fashion,2095,Yes
2063,2026-01-11 17:23:31,product_view,Mobile,Ads,Fashion,2095,Yes
2063,2026-01-11 17:25:31,add_to_cart,Mobile,Ads,Fashion,2095,Yes
2063,2026-01-11 17:28:31,checkout,Mobile,Ads,Fashion,2095,Yes
2063,2026-01-11 17:29:31,payment_success,Mobile,Ads,Fashion,2095,Yes
2064,2026-01-04 21:02:16,visit,Desktop,Organic,Home,1255,No
2064,2026-01-04 21:07:16,product_view,Desktop,Organic,Home,1255,No
2064,2026-01-04 21:08:16,add_to_cart,Desktop,Organic,Home,1255,No
2065,2026-01-05 22:10:06,visit,Desktop,Ads,Beauty,674,No
2066,2026-01-02 12:08:43,visit,Desktop,Organic,Sports,4011,No
2066,2026-01-02 12:09:43,product_view,Desktop,Organic,Sports,4011,No
2067,2026-01-05 01:32:34,visit,Mobile,Organic,Fashion,3994,No
2068,2026-01-03 10:59:44,visit,Mobile,Referral,Beauty,953,Yes
2068,2026-01-03 11:04:44,product_view,Mobile,Referral,Beauty,953,Yes
2068,2026-01-03 11:05:44,add_to_cart,Mobile,Referral,Beauty,953,Yes
2068,2026-01-03 11:09:44,checkout,Mobile,Referral,Beauty,953,Yes
2068,2026-01-03 11:12:44,payment_success,Mobile,Referral,Beauty,953,Yes
2069,2026-01-07 12:45:55,visit,Mobile,Ads,Fashion,2243,Yes
2069,2026-01-07 12:48:55,product_view,Mobile,Ads,Fashion,2243,Yes
2069,2026-01-07 12:52:55,add_to_cart,Mobile,Ads,Fashion,2243,Yes
2069,2026-01-07 12:54:55,checkout,Mobile,Ads,Fashion,2243,Yes
2069,2026-01-07 12:55:55,payment_success,Mobile,Ads,Fashion,2243,Yes
2070,2026-01-06 21:46:02,visit,Desktop,Social Media,Sports,4476,No
2070,2026-01-06 21:48:02,product_view,Desktop,Social Media,Sports,4476,No
2071,2026-01-07 22:01:54,visit,Desktop,Referral,Electronics,4796,No
2071,2026-01-07 22:04:54,product_view,Desktop,Referral,Electronics,4796,No
2072,2026-01-03 13:19:42,visit,Desktop,Ads,Home,540,No
2072,2026-01-03 13:23:42,product_view,Desktop,Ads,Home,540,No
2073,2026-01-05 19:12:25,visit,Mobile,Social Media,Electronics,4830,No
2073,2026-01-05 19:15:25,product_view,Mobile,Social Media,Electronics,4830,No
2074,2026-01-06 17:15:52,visit,Mobile,Organic,Home,1516,No
2074,2026-01-06 17:16:52,product_view,Mobile,Organic,Home,1516,No
2075,2026-01-11 11:51:33,visit,Desktop,Organic,Home,889,No
2075,2026-01-11 11:53:33,product_view,Desktop,Organic,Home,889,No
2076,2026-01-01 04:50:17,visit,Desktop,Ads,Beauty,4211,No
2077,2026-01-03 18:48:45,visit,Desktop,Referral,Sports,3946,No
2077,2026-01-03 18:53:45,product_view,Desktop,Referral,Sports,3946,No
2078,2026-01-01 20:01:35,visit,Mobile,Referral,Fashion,4237,No
2078,2026-01-01 20:04:35,product_view,Mobile,Referral,Fashion,4237,No
2079,2026-01-11 13:23:25,visit,Mobile,Referral,Sports,2533,No
2079,2026-01-11 13:24:25,product_view,Mobile,Referral,Sports,2533,No
2080,2026-01-01 15:34:17,visit,Mobile,Ads,Fashion,3036,No
2080,2026-01-01 15:36:17,product_view,Mobile,Ads,Fashion,3036,No
2080,2026-01-01 15:38:17,add_to_cart,Mobile,Ads,Fashion,3036,No
2081,2026-01-08 20:59:35,visit,Desktop,Organic,Beauty,4021,No
2081,2026-01-08 21:00:35,product_view,Desktop,Organic,Beauty,4021,No
2082,2026-01-11 03:51:57,visit,Mobile,Social Media,Electronics,4374,No
2082,2026-01-11 03:55:57,product_view,Mobile,Social Media,Electronics,4374,No
2083,2026-01-03 01:47:48,visit,Desktop,Ads,Fashion,750,No
2083,2026-01-03 01:49:48,product_view,Desktop,Ads,Fashion,750,No
2083,2026-01-03 01:51:48,add_to_cart,Desktop,Ads,Fashion,750,No
2083,2026-01-03 01:56:48,checkout,Desktop,Ads,Fashion,750,No
2084,2026-01-05 23:14:54,visit,Mobile,Organic,Home,2498,No
2085,2026-01-05 14:40:47,visit,Desktop,Organic,Fashion,3323,No
2086,2026-01-04 06:24:28,visit,Desktop,Organic,Sports,4056,No
2087,2026-01-08 21:56:14,visit,Desktop,Referral,Sports,1706,No
2087,2026-01-08 22:00:14,product_view,Desktop,Referral,Sports,1706,No
2088,2026-01-06 13:00:38,visit,Desktop,Social Media,Home,1265,No
2088,2026-01-06 13:01:38,product_view,Desktop,Social Media,Home,1265,No
2089,2026-01-03 20:59:09,visit,Mobile,Social Media,Beauty,2274,No
2089,2026-01-03 21:01:09,product_view,Mobile,Social Media,Beauty,2274,No
2090,2026-01-04 05:13:48,visit,Desktop,Referral,Electronics,4829,No
2090,2026-01-04 05:15:48,product_view,Desktop,Referral,Electronics,4829,No
2091,2026-01-07 19:50:48,visit,Mobile,Ads,Sports,3765,No
2092,2026-01-09 17:13:56,visit,Desktop,Organic,Electronics,3045,No
2093,2026-01-09 16:26:40,visit,Desktop,Ads,Electronics,1845,No
2093,2026-01-09 16:31:40,product_view,Desktop,Ads,Electronics,1845,No
2093,2026-01-09 16:35:40,add_to_cart,Desktop,Ads,Electronics,1845,No
2094,2026-01-03 13:28:52,visit,Mobile,Organic,Electronics,3689,No
2095,2026-01-04 01:29:50,visit,Mobile,Organic,Electronics,3671,Yes
2095,2026-01-04 01:34:50,product_view,Mobile,Organic,Electronics,3671,Yes
2095,2026-01-04 01:35:50,add_to_cart,Mobile,Organic,Electronics,3671,Yes
2095,2026-01-04 01:36:50,checkout,Mobile,Organic,Electronics,3671,Yes
2095,2026-01-04 01:37:50,payment_success,Mobile,Organic,Electronics,3671,Yes
2096,2026-01-04 05:42:57,visit,Mobile,Referral,Sports,2787,No
2096,2026-01-04 05:45:57,product_view,Mobile,Referral,Sports,2787,No
2096,2026-01-04 05:49:57,add_to_cart,Mobile,Referral,Sports,2787,No
2097,2026-01-01 14:08:28,visit,Mobile,Social Media,Beauty,4774,No
2097,2026-01-01 14:09:28,product_view,Mobile,Social Media,Beauty,4774,No
2098,2026-01-11 16:05:54,visit,Desktop,Referral,Electronics,2306,No
2099,2026-01-03 01:26:43,visit,Desktop,Referral,Beauty,4109,No
2099,2026-01-03 01:30:43,product_view,Desktop,Referral,Beauty,4109,No
2100,2026-01-02 05:08:04,visit,Desktop,Ads,Sports,3803,No
2100,2026-01-02 05:09:04,product_view,Desktop,Ads,Sports,3803,No
2101,2026-01-05 04:51:13,visit,Desktop,Social Media,Beauty,1254,No
2102,2026-01-06 22:14:12,visit,Mobile,Referral,Electronics,1818,No
2102,2026-01-06 22:19:12,product_view,Mobile,Referral,Electronics,1818,No
2103,2026-01-10 00:02:43,visit,Mobile,Ads,Fashion,2652,No
2103,2026-01-10 00:04:43,product_view,Mobile,Ads,Fashion,2652,No
2103,2026-01-10 00:06:43,add_to_cart,Mobile,Ads,Fashion,2652,No
2104,2026-01-01 17:56:17,visit,Desktop,Ads,Fashion,3073,No
2104,2026-01-01 18:00:17,product_view,Desktop,Ads,Fashion,3073,No
2104,2026-01-01 18:05:17,add_to_cart,Desktop,Ads,Fashion,3073,No
2105,2026-01-05 12:29:17,visit,Mobile,Ads,Fashion,4303,No
2105,2026-01-05 12:30:17,product_view,Mobile,Ads,Fashion,4303,No
2106,2026-01-09 10:19:43,visit,Desktop,Organic,Fashion,503,No
2107,2026-01-09 19:41:51,visit,Desktop,Ads,Beauty,2449,No
2107,2026-01-09 19:46:51,product_view,Desktop,Ads,Beauty,2449,No
2108,2026-01-05 01:04:55,visit,Mobile,Ads,Fashion,3580,No
2108,2026-01-05 01:09:55,product_view,Mobile,Ads,Fashion,3580,No
2108,2026-01-05 01:12:55,add_to_cart,Mobile,Ads,Fashion,3580,No
2108,2026-01-05 01:14:55,checkout,Mobile,Ads,Fashion,3580,No
2109,2026-01-01 22:14:42,visit,Mobile,Ads,Beauty,3146,No
2109,2026-01-01 22:15:42,product_view,Mobile,Ads,Beauty,3146,No
2110,2026-01-02 19:18:32,visit,Desktop,Referral,Home,1274,No
2111,2026-01-08 22:48:26,visit,Desktop,Ads,Home,2437,No
2112,2026-01-08 21:56:50,visit,Desktop,Organic,Fashion,3763,No
2113,2026-01-06 04:55:19,visit,Mobile,Ads,Electronics,4593,No
2113,2026-01-06 04:57:19,product_view,Mobile,Ads,Electronics,4593,No
2114,2026-01-07 21:17:25,visit,Mobile,Organic,Fashion,4526,No
2114,2026-01-07 21:21:25,product_view,Mobile,Organic,Fashion,4526,No
2114,2026-01-07 21:26:25,add_to_cart,Mobile,Organic,Fashion,4526,No
2114,2026-01-07 21:30:25,checkout,Mobile,Organic,Fashion,4526,No
2115,2026-01-07 04:10:15,visit,Mobile,Social Media,Fashion,4087,No
2116,2026-01-07 03:21:41,visit,Mobile,Organic,Sports,4918,No
2116,2026-01-07 03:24:41,product_view,Mobile,Organic,Sports,4918,No
2116,2026-01-07 03:27:41,add_to_cart,Mobile,Organic,Sports,4918,No
2116,2026-01-07 03:31:41,checkout,Mobile,Organic,Sports,4918,No
2117,2026-01-01 08:36:14,visit,Desktop,Social Media,Beauty,687,Yes
2117,2026-01-01 08:37:14,product_view,Desktop,Social Media,Beauty,687,Yes
2117,2026-01-01 08:38:14,add_to_cart,Desktop,Social Media,Beauty,687,Yes
2117,2026-01-01 08:42:14,checkout,Desktop,Social Media,Beauty,687,Yes
2117,2026-01-01 08:44:14,payment_success,Desktop,Social Media,Beauty,687,Yes
2118,2026-01-06 04:28:38,visit,Mobile,Organic,Home,4745,No
2119,2026-01-09 17:53:28,visit,Mobile,Organic,Fashion,3581,No
2119,2026-01-09 17:56:28,product_view,Mobile,Organic,Fashion,3581,No
2119,2026-01-09 17:58:28,add_to_cart,Mobile,Organic,Fashion,3581,No
2119,2026-01-09 18:02:28,checkout,Mobile,Organic,Fashion,3581,No
2120,2026-01-10 16:42:52,visit,Mobile,Referral,Sports,3498,No
2121,2026-01-10 21:07:09,visit,Desktop,Social Media,Sports,1359,Yes
2121,2026-01-10 21:08:09,product_view,Desktop,Social Media,Sports,1359,Yes
2121,2026-01-10 21:10:09,add_to_cart,Desktop,Social Media,Sports,1359,Yes
2121,2026-01-10 21:15:09,checkout,Desktop,Social Media,Sports,1359,Yes
2121,2026-01-10 21:18:09,payment_success,Desktop,Social Media,Sports,1359,Yes
2122,2026-01-03 22:21:22,visit,Desktop,Organic,Sports,3759,No
2122,2026-01-03 22:24:22,product_view,Desktop,Organic,Sports,3759,No
2122,2026-01-03 22:29:22,add_to_cart,Desktop,Organic,Sports,3759,No
2123,2026-01-01 22:33:57,visit,Mobile,Ads,Fashion,2865,No
2124,2026-01-09 23:26:52,visit,Desktop,Organic,Sports,809,No
2124,2026-01-09 23:28:52,product_view,Desktop,Organic,Sports,809,No
2125,2026-01-09 19:53:53,visit,Desktop,Referral,Sports,4942,No
2126,2026-01-05 19:47:35,visit,Desktop,Referral,Sports,1564,No
2126,2026-01-05 19:48:35,product_view,Desktop,Referral,Sports,1564,No
2127,2026-01-11 09:25:19,visit,Desktop,Social Media,Sports,2822,No
2127,2026-01-11 09:26:19,product_view,Desktop,Social Media,Sports,2822,No
2128,2026-01-09 01:13:29,visit,Mobile,Referral,Fashion,4115,No
2128,2026-01-09 01:18:29,product_view,Mobile,Referral,Fashion,4115,No
2128,2026-01-09 01:22:29,add_to_cart,Mobile,Referral,Fashion,4115,No
2128,2026-01-09 01:27:29,checkout,Mobile,Referral,Fashion,4115,No
2129,2026-01-08 04:04:16,visit,Mobile,Social Media,Home,2029,No
2129,2026-01-08 04:05:16,product_view,Mobile,Social Media,Home,2029,No
2130,2026-01-04 11:56:25,visit,Desktop,Social Media,Sports,1020,Yes
2130,2026-01-04 12:00:25,product_view,Desktop,Social Media,Sports,1020,Yes
2130,2026-01-04 12:05:25,add_to_cart,Desktop,Social Media,Sports,1020,Yes
2130,2026-01-04 12:09:25,checkout,Desktop,Social Media,Sports,1020,Yes
2130,2026-01-04 12:12:25,payment_success,Desktop,Social Media,Sports,1020,Yes
2131,2026-01-07 08:15:04,visit,Mobile,Referral,Sports,1760,No
2131,2026-01-07 08:19:04,product_view,Mobile,Referral,Sports,1760,No
2132,2026-01-10 03:08:02,visit,Desktop,Organic,Beauty,812,No
2132,2026-01-10 03:10:02,product_view,Desktop,Organic,Beauty,812,No
2132,2026-01-10 03:13:02,add_to_cart,Desktop,Organic,Beauty,812,No
2133,2026-01-11 12:23:52,visit,Desktop,Social Media,Sports,3452,No
2133,2026-01-11 12:27:52,product_view,Desktop,Social Media,Sports,3452,No
2134,2026-01-08 13:51:00,visit,Mobile,Ads,Home,750,No
2135,2026-01-07 15:37:58,visit,Desktop,Referral,Home,1941,Yes
2135,2026-01-07 15:42:58,product_view,Desktop,Referral,Home,1941,Yes
2135,2026-01-07 15:47:58,add_to_cart,Desktop,Referral,Home,1941,Yes
2135,2026-01-07 15:49:58,checkout,Desktop,Referral,Home,1941,Yes
2135,2026-01-07 15:52:58,payment_success,Desktop,Referral,Home,1941,Yes
2136,2026-01-08 20:42:21,visit,Mobile,Ads,Fashion,2909,No
2136,2026-01-08 20:47:21,product_view,Mobile,Ads,Fashion,2909,No
2137,2026-01-11 12:14:18,visit,Mobile,Ads,Sports,3706,No
2138,2026-01-08 04:27:33,visit,Desktop,Social Media,Fashion,1344,No
2138,2026-01-08 04:30:33,product_view,Desktop,Social Media,Fashion,1344,No
2138,2026-01-08 04:33:33,add_to_cart,Desktop,Social Media,Fashion,1344,No
2139,2026-01-04 11:04:01,visit,Mobile,Referral,Beauty,4459,Yes
2139,2026-01-04 11:09:01,product_view,Mobile,Referral,Beauty,4459,Yes
2139,2026-01-04 11:14:01,add_to_cart,Mobile,Referral,Beauty,4459,Yes
2139,2026-01-04 11:16:01,checkout,Mobile,Referral,Beauty,4459,Yes
2139,2026-01-04 11:19:01,payment_success,Mobile,Referral,Beauty,4459,Yes
2140,2026-01-02 18:20:51,visit,Mobile,Ads,Sports,3531,No
2140,2026-01-02 18:24:51,product_view,Mobile,Ads,Sports,3531,No
2140,2026-01-02 18:25:51,add_to_cart,Mobile,Ads,Sports,3531,No
2141,2026-01-04 02:05:33,visit,Desktop,Social Media,Sports,4511,No
2141,2026-01-04 02:10:33,product_view,Desktop,Social Media,Sports,4511,No
2141,2026-01-04 02:14:33,add_to_cart,Desktop,Social Media,Sports,4511,No
2142,2026-01-09 23:14:26,visit,Desktop,Ads,Electronics,2853,No
2142,2026-01-09 23:19:26,product_view,Desktop,Ads,Electronics,2853,No
2142,2026-01-09 23:24:26,add_to_cart,Desktop,Ads,Electronics,2853,No
2143,2026-01-07 20:22:56,visit,Mobile,Social Media,Sports,1110,No
2143,2026-01-07 20:23:56,product_view,Mobile,Social Media,Sports,1110,No
2143,2026-01-07 20:26:56,add_to_cart,Mobile,Social Media,Sports,1110,No
2143,2026-01-07 20:29:56,checkout,Mobile,Social Media,Sports,1110,No
2144,2026-01-07 23:52:52,visit,Desktop,Ads,Beauty,1204,Yes
2144,2026-01-07 23:55:52,product_view,Desktop,Ads,Beauty,1204,Yes
